FD_Name,State,Region,Member_Status,File_Name,Respondent_ID,Week,Transaction_Nature,Transaction_Type,Transaction_Name,Transaction_Amount,Transaction_Comment,Formatted_Date
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_31122021. week 4.docx,BL03-NWAG-Ngaski-WK4,4,Fixed,Income,"Government worker
Second wife of the household head also works at the same skills acquisition center
She is paid 17,480 monthly",4370,,2021-12-31
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_31122021. week 4.docx,BL03-NWAG-Ngaski-WK4,4,Fixed,Income,"Government worker she works at the skills acquisition center too. She is paid 14,536 monthly",3634,,2021-12-31
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_31122021. week 4.docx,BL03-NWAG-Ngaski-WK4,4,Fixed,Income,"Petty trading

The respondent is a niece to the household head, she sells cold drinks.
 from the house. She makes the drinks by herself (hibiscus flower) 700

another person in the household does petty trading got 3000",3700,,2021-12-31
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_31122021. week 4.docx,BL03-NWAG-Ngaski-WK4,4,Fixed,Income,"Government worker
Sister in-law of the household head also works at the skills acquisition center",4000,,2021-12-31
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_31122021. week 4.docx,BL03-NWAG-Ngaski-WK4,4,Fixed,Income,Gift to the respondent by her uncle,5000,,2021-12-31
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_31122021. week 4.docx,BL03-NWAG-Ngaski-WK4,4,Fixed,Expenditure,Food stuffs,15500,"Food stuffs like rice, corn flour",2021-12-31
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_31122021. week 4.docx,BL03-NWAG-Ngaski-WK4,4,Fixed,Expenditure,Soup ingredients,17000,"Fresh vegetables and condiments, meat and fish",2021-12-31
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_31122021. week 4.docx,BL03-NWAG-Ngaski-WK4,4,Fixed,Expenditure,Toiletries/hair,1000,"Detergent, soap, bathing soap. All the girls in the household made their hair",2021-12-31
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_31122021. week 4.docx,BL03-NWAG-Ngaski-WK4,4,Fixed,Expenditure,firewood,2200,,2021-12-31
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_31122021. week 4.docx,BL03-NWAG-Ngaski-WK4,4,Fixed,Expenditure,breakfast,3500,"They mostly buy cooked food from outside for breakfast such as pap, moimoi, akara",2021-12-31
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_31122021. week 4.docx,BL03-NWAG-Ngaski-WK4,4,Variable,Expenditure,Transport fare,20000,10 household members went for a wedding in a different LGA and came back. All paid by the household head,2021-12-31
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Fixed,Income,"Government worker.
The husband of the respondent works with the government at the LGA. He is paid 100,000naira monthly.
He is also a farmer",25000,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Fixed,Income,"Government worker
The wife of the house hold head works in a government owned skills acquisition center. She is paid 17,480 monthly",4370,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Fixed,Income,"Government worker
Second wife of the household head also works at the same skills acquisition center
She is paid 17,480 monthly",4370,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Fixed,Income,"Government worker she works at the skills acquisition center too. She is paid 14,536 monthly",3634,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Fixed,Income,"Petty trading/agriculture

The respondent is a niece to the household head, she sells cold drinks.
 from the house. She makes the drinks by herself (hibiscus flower) 2800
house hold head also sold some agricultural products. 6000",8800,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Fixed,Income,"Government worker
Sister in-law of the household head also works at the skills acquisition center",4000,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Fixed,Income,Loan repayment,2000,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Fixed,Expenditure,Food stuffs,14000,"Food stuffs like rice, corn flour",2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Fixed,Expenditure,Soup ingredients,7000,Fresh vegetables and condiments,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Fixed,Expenditure,toiletries,7000,"Detergents, soap, bathing soap, toothpaste, body lotion.",2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Fixed,Expenditure,firewood,2800,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Fixed,Expenditure,breakfast,3500,"They mostly buy cooked food from outside for breakfast such as pap, moimoi, akara",2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Variable,Expenditure,Health care,3000,Someone was taken to the hospital,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Variable,Expenditure,School fees,45000,The respondent got admission into school of health. This is tuition fees for one session i.e one year,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Variable,Expenditure,Uniforms for islamiyya,3500,Uniforms For 5 children,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Variable,Expenditure,Shoes for islamiyya,1600,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Variable,Expenditure,Payment of loan,1000,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_17122021. week 2.docx,BL03-NWAG-Ngaski-WK2,2,Variable,Expenditure,Wedding contribution,1500,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_24122021. week 3.docx,BL03-NWAG-Ngaski-WK3,3,Fixed,Income,"Government worker.
The husband of the respondent works with the government at the LGA. He is paid 100,000naira monthly.
He is also a farmer",25000,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_24122021. week 3.docx,BL03-NWAG-Ngaski-WK3,3,Fixed,Income,"Government worker
The wife of the house hold head works in a government owned skills acquisition center. She is paid 17,480 monthly",4370,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_24122021. week 3.docx,BL03-NWAG-Ngaski-WK3,3,Fixed,Income,"Government worker
Second wife of the household head also works at the same skills acquisition center
She is paid 17,480 monthly",4370,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_24122021. week 3.docx,BL03-NWAG-Ngaski-WK3,3,Fixed,Income,"Government worker she works at the skills acquisition center too. She is paid 14,536 monthly",3634,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_24122021. week 3.docx,BL03-NWAG-Ngaski-WK3,3,Fixed,Income,"Petty trading

The respondent is a niece to the household head, she sells cold drinks.
 from the house. She makes the drinks by herself (hibiscus flower) 500

another person in the household does petty trading got 2500",3000,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_24122021. week 3.docx,BL03-NWAG-Ngaski-WK3,3,Fixed,Income,"Government worker
Sister in-law of the household head also works at the skills acquisition center",4000,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_24122021. week 3.docx,BL03-NWAG-Ngaski-WK3,3,Fixed,Income,Gift for her aunty,2000,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_24122021. week 3.docx,BL03-NWAG-Ngaski-WK3,3,Fixed,Expenditure,Food stuffs,14000,"Food stuffs like rice, corn flour",2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_24122021. week 3.docx,BL03-NWAG-Ngaski-WK3,3,Fixed,Expenditure,Soup ingredients,7000,"Fresh vegetables and condiments, meat and fish",2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_24122021. week 3.docx,BL03-NWAG-Ngaski-WK3,3,Fixed,Expenditure,Toiletries,700,"Detergent, soap",2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_24122021. week 3.docx,BL03-NWAG-Ngaski-WK3,3,Fixed,Expenditure,firewood,2800,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_24122021. week 3.docx,BL03-NWAG-Ngaski-WK3,3,Fixed,Expenditure,breakfast,3500,"They mostly buy cooked food from outside for breakfast such as pap, moimoi, akara",2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,NON WAG,kebbi_Ngaski_wara_Financialdiaries_formerandnonwag_24122021. week 3.docx,BL03-NWAG-Ngaski-WK3,3,Variable,Expenditure,Transport fare,1000,Respondent went to visit her mother in another community,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 3.docx,BL04-WAG-Ngaski-WK3,3,Fixed,Income,"Government worker.
The husband of the respondent works with the government at the LGA level. He is paid 75000naira monthly",18750,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 3.docx,BL04-WAG-Ngaski-WK3,3,Fixed,Income,"Trading.
The respondent makes Vaseline and perfumes for sale.",6350,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 3.docx,BL04-WAG-Ngaski-WK3,3,Fixed,Income,Loan repayment,1000,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 3.docx,BL04-WAG-Ngaski-WK3,3,Fixed,Expenditure,"Food stuffs rice, corn flour
Fresh vegetables such as tomatoes and 
Peppers, onions, spinach and other condiments like seasonings",10500,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 3.docx,BL04-WAG-Ngaski-WK3,3,Fixed,Expenditure,shoe,900,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 3.docx,BL04-WAG-Ngaski-WK3,3,Fixed,Expenditure,savings,600,WAG meeting. This is a weekly contribution,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 3.docx,BL04-WAG-Ngaski-WK3,3,Fixed,Expenditure,firewood,900,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 3.docx,BL04-WAG-Ngaski-WK3,3,Fixed,Expenditure,Social fund,200,Also a weekly contribution,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 3.docx,BL04-WAG-Ngaski-WK3,3,Variable,Expenditure,book,300,For islamiyya,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 3.docx,BL04-WAG-Ngaski-WK3,3,Variable,Expenditure,Gave someone a gift,2000,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 3.docx,BL04-WAG-Ngaski-WK3,3,Variable,Expenditure,Hospital visit,500,Gave the patient,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_17122021 week 2.docx,BL04-WAG-Ngaski-WK2,2,Fixed,Income,"Government worker.
The husband of the respondent works with the government at the LGA level. He is paid 75000naira monthly",18750,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_17122021 week 2.docx,BL04-WAG-Ngaski-WK2,2,Fixed,Income,"Trading.
The respondent makes Vaseline and perfumes for sale.",5400,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_17122021 week 2.docx,BL04-WAG-Ngaski-WK2,2,Fixed,Income,Gift from nephew,2000,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_17122021 week 2.docx,BL04-WAG-Ngaski-WK2,2,Fixed,Expenditure,"Food stuffs rice, corn flour
Fresh vegetables such as tomatoes and 
Peppers, onions, spinach and other condiments like seasonings",10500,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_17122021 week 2.docx,BL04-WAG-Ngaski-WK2,2,Fixed,Expenditure,Break money for kids in school,900,Children in school gets pocket money,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_17122021 week 2.docx,BL04-WAG-Ngaski-WK2,2,Fixed,Expenditure,Braiding of hair,400,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_17122021 week 2.docx,BL04-WAG-Ngaski-WK2,2,Fixed,Expenditure,firewood,1500,,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_17122021 week 2.docx,BL04-WAG-Ngaski-WK2,2,Variable,Expenditure,Wedding contribution,1000,Her niece got married,2021-12-17
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 4.docx,BL04-WAG-Ngaski-WK4,4,Fixed,Income,"Government worker.
The husband of the respondent works with the government at the LGA level. He is paid 75000naira monthly",18750,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 4.docx,BL04-WAG-Ngaski-WK4,4,Fixed,Income,"Trading.
The respondent makes Vaseline and perfumes for sale.",5300,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 4.docx,BL04-WAG-Ngaski-WK4,4,Fixed,Income,Loan repayment,1000,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 4.docx,BL04-WAG-Ngaski-WK4,4,Fixed,Expenditure,Food stuffs/ soup ingredients,15250,"Food stuffs rice, corn flour
Fresh vegetables such as tomatoes and 
Peppers, onions, spinach and other condiments like seasonings, meat, fish",2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 4.docx,BL04-WAG-Ngaski-WK4,4,Fixed,Expenditure,breakfast,1500,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 4.docx,BL04-WAG-Ngaski-WK4,4,Fixed,Expenditure,WAG/social fund,850,WAG meeting. This is a weekly contribution,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 4.docx,BL04-WAG-Ngaski-WK4,4,Fixed,Expenditure,firewood,900,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 4.docx,BL04-WAG-Ngaski-WK4,4,Fixed,Expenditure,Social fund,200,Also a weekly contribution,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 4.docx,BL04-WAG-Ngaski-WK4,4,Fixed,Expenditure,Braiding of hair,400,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 4.docx,BL04-WAG-Ngaski-WK4,4,Fixed,Expenditure,savings,200,A different savings from WAG,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 4.docx,BL04-WAG-Ngaski-WK4,4,Variable,Expenditure,book,300,For islamiyya,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 4.docx,BL04-WAG-Ngaski-WK4,4,Variable,Expenditure,Gave someone a gift,2000,,2021-12-24
Baseline Financial Diaries_1,kebbi,ngaski,WAG,kebbi_Ngaski_wara_Financialdiaries_wag_24122021 week 4.docx,BL04-WAG-Ngaski-WK4,4,Variable,Expenditure,Hospital visit,500,Gave the patient,2021-12-24
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_06122021 week 1.docx,BL01-NWAG-Maiyama-WK1,1,Fixed,Income,"petty trading

the respondent sells cold drinks in her fridge at home",1000,,2021-12-06
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_06122021 week 1.docx,BL01-NWAG-Maiyama-WK1,1,Fixed,Income,"Business.
Her husband is a businessman who sells bush meat which he buys in bulk from Niger republic and sells in badan town in Oyo state.",70000,,2021-12-06
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_06122021 week 1.docx,BL01-NWAG-Maiyama-WK1,1,Fixed,Income,"Grinding machine
One of her co-wives owns a grinding machine",15000,,2021-12-06
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_06122021 week 1.docx,BL01-NWAG-Maiyama-WK1,1,Fixed,Income,"Tailoring
Another Co wife of the respondent is a tailor who conducts her business at home. The 10000 is an estimated amount because she did not know the specific amount.",10000,,2021-12-06
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_06122021 week 1.docx,BL01-NWAG-Maiyama-WK1,1,Variable,Income,Gift from her step son who came for a visit,30000,,2021-12-06
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_06122021 week 1.docx,BL01-NWAG-Maiyama-WK1,1,Variable,Income,Gift from husband,10000,,2021-12-06
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_06122021 week 1.docx,BL01-NWAG-Maiyama-WK1,1,Fixed,Expenditure,Food stuffs,38000,"This includes grains such as corn, guinea corn, rice. Soup ingredients such as fresh vegetables, condiments and local soup ingredients",2021-12-06
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_06122021 week 1.docx,BL01-NWAG-Maiyama-WK1,1,Fixed,Expenditure,meat,7000,They bought 1000naira meat daily.,2021-12-06
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_06122021 week 1.docx,BL01-NWAG-Maiyama-WK1,1,Fixed,Expenditure,toiletries,3000,,2021-12-06
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_06122021 week 1.docx,BL01-NWAG-Maiyama-WK1,1,Fixed,Expenditure,Snacks for children,5000,The household is a polygamous home with lots of children who take snacks to school,2021-12-06
