FD_Name,State,Region,Member_Status,File_Name,Respondent ID,Date,Week,Transaction_Nature,Transaction_Type,Transaction_Category1,Transaction_Name,Transaction_Amount,Transaction_Comment,Formatted_Date
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Fixed,Income,Business,Income from hair dressing business (Woman),23300.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Fixed,Income,Business,Income from husband’s keke (commercial tricycle business (Man),37000.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Fixed,Expenditure,Woman Personal,Breakfast,8900.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Fixed,Expenditure,Woman Personal,Lunch,4500.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Fixed,Expenditure,Household,Dinner,7400.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Fixed,Expenditure,Children,Pampers (Baby Diaper),2000.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Fixed,Expenditure,Business,Transportation cost for the respondent to and from her shop.,1050.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Fixed,Expenditure,Household,Cost of buying bathing water for the family.,280.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Fixed,Expenditure,Children,Cost of baby food for her young daughter,2900.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Fixed,Expenditure,Household,Cost of buying pure (sachet water) for drinking in the household.,900.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Variable,Expenditure,Children,Cost of purchasing biscuits for the baby.,300.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Variable,Expenditure,Household,Cost of purchasing carbonated drink.,550.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Variable,Expenditure,Household,Cost of purchasing tooth paste,300.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Variable,Expenditure,Children,Cost of purchasing baby bathing soap,600.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Variable,Expenditure,Household,Ice cream,300.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Variable,Expenditure,Household,Cost of purchasing soap for bathing in the household.,700.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Variable,Expenditure,Household,Cost of purchasing soap for washing clothes and plates in the household,550.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Variable,Expenditure,Children,Baby clothes,2000.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,NON WAG,Abia_FD_IDI_Female_Non-Women Group Member_Ward II_Obingwa LGA__Weekly_16_12_2021.docx,BL03-NWAG-OBINGWA-WK 2,9 December 2021,2,Variable,Expenditure,Children,Baby shoes,2000.0,,9/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Fixed,Income,Woman Personal,Sales from the store (Woman). This are sales realized from her store where she sells groceries and drinks.,14800.0,,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Fixed,Income,Household,Sales from water borehole. (The family owns a borehole water supply point where people come to buy water from as we have entered dry season).,1300.0,,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Variable,Income,Woman Personal,"Sales from fruits (plum, mango, orange, banana, coconut) gotten from the compound. The respondent disclosed they have a big compound with these fruits in it, must times they have to sell off because they are not able to consume all in the family.",500.0,,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Variable,Income,Agriculture,"Sales from farm harvest (man and woman): cassava, vegetables etc. this is harvest season and they are harvesting and selling farm harvests.",6700.0,,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Variable,Income,Agriculture,Income from the sales of garri (processed cassava),3000.0,,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Fixed,Expenditure,Household,Breakfast for the family,3520.0,,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Fixed,Expenditure,Household,Lunch for the family,5800.0,,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Fixed,Expenditure,Household,Dinner for the family,7400.0,,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Fixed,Expenditure,Household,Gas for the generator used to power the water pump (borehole) in the home.,1500.0,,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Variable,Expenditure,Household,Laundry cost paid to the laundry man for the dry-cleaning of for attending ceremonies.,1700.0,This “sales from fruits” have occurred consistently for three weeks but is grouped in the variable income section because it is a seasonal thing.,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Variable,Expenditure,Investment,Purchase of food stuff for the holidays and Christmas celebrations.,60000.0,Farm harvest sales has also remained here because this is the harvest season and will cease once the planting season cycle arrives.,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Variable,Expenditure,Children,Christmas clothing for the children,8000.0,,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Variable,Expenditure,Woman Personal,Ceremonies (Money given/sprayed to celebrants when she attended their ceremonies),3000.0,,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Variable,Expenditure,Household,"Purchase of some household items/Kitchen utensils like (plates, pots, and spoons)",9000.0,,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Variable,Expenditure,Woman Personal,Transportation cost to their village to visit her mother.,5000.0,,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_24_12_2021.docx,BL04-WAG-OBINGWA-WK 4,24th December 2021,4,Variable,Expenditure,Household,Cost of weeding the compound in preparation for the yuletide. The respondent engaged the services of a paid laborer.,5500.0,,24/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_17_12_2021.docx,BL04-WAG-OBINGWA-WK 3,17/12/2021,3,Fixed,Income,Woman Personal,Sales from the store (Woman). This are sales realized from her store where she sells groceries and drinks.,15220.0,,17/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_17_12_2021.docx,BL04-WAG-OBINGWA-WK 3,17/12/2021,3,Fixed,Income,Household,Sales from water borehole. (The family owns a borehole water supply point where people come to buy water from as we have entered dry season).,520.0,,17/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_17_12_2021.docx,BL04-WAG-OBINGWA-WK 3,17/12/2021,3,Variable,Income,Agriculture,"Sales from farm harvest (man and woman): cassava, vegetables etc. this is harvest season and they are harvesting and selling farm harvests.",12700.0,,17/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_17_12_2021.docx,BL04-WAG-OBINGWA-WK 3,17/12/2021,3,Variable,Income,Woman Personal,"Sales from fruits (plum, mango, orange, banana, coconut) gotten from the compound. The respondent disclosed they have a big compound with these fruits in it, must times they have to sell off because they are not able to consume all in the family.",3450.0,,17/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_17_12_2021.docx,BL04-WAG-OBINGWA-WK 3,17/12/2021,3,Fixed,Expenditure,Woman Personal,Breakfast,1850.0,"Much money is not spent on breakfast because most times, they eat leftover from the previous night, or they take from their farm. (I have had a discussion with her to quantify those things she takes from the farm; how much does she think it will cost if she were to buy them?)",17/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_17_12_2021.docx,BL04-WAG-OBINGWA-WK 3,17/12/2021,3,Fixed,Expenditure,Children,Transportation (transportation cost to the church and back for the entire family for weekly activities and service),1900.0,,17/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_17_12_2021.docx,BL04-WAG-OBINGWA-WK 3,17/12/2021,3,Fixed,Expenditure,Woman Personal,Lunch,5500.0,,17/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_17_12_2021.docx,BL04-WAG-OBINGWA-WK 3,17/12/2021,3,Fixed,Expenditure,Household,Dinner,7050.0,,17/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_17_12_2021.docx,BL04-WAG-OBINGWA-WK 3,17/12/2021,3,Variable,Expenditure,Agriculture,Weeding the farm (This is the cost of recruiting laborers to weed their farm),8000.0,,17/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_17_12_2021.docx,BL04-WAG-OBINGWA-WK 3,17/12/2021,3,Variable,Expenditure,Health Care,Medication,1200.0,,17/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_17_12_2021.docx,BL04-WAG-OBINGWA-WK 3,17/12/2021,3,Variable,Expenditure,Woman Personal,Cost of mending of foot wear,100.0,,17/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_11_12_2021.docx,BL04-WAG-OBINGWA-WK 2,11/12/2021,2,Fixed,Income,Woman Personal,Sales from the store (woman) (This are the sales from her store where she sells groceries and drinks.,9420.0,,11/12/2021
Baseline Financial Diaries_1,abia,obi ngwa,WAG,Abia_FD_IDI_Female_Women Group Member_Ward II_Obingwa LGA_Weekly_11_12_2021.docx,BL04-WAG-OBINGWA-WK 2,11/12/2021,2,Variable,Income,Gift,Allowance from FGD,1500.0,,11/12/2021
